from_currency,to_currency,exchange_rate,effective_date
USD,EUR,0.93205,2024-04-11
USD,GBP,0.79714,2024-04-11
USD,HKD,7.8347,2024-04-11
USD,HUF,363.31,2024-04-11
USD,IDR,16022.0,2024-04-11
USD,ILS,3.7562,2024-04-11
USD,INR,83.36,2024-04-11
USD,ISK,140.09,2024-04-11
USD,JPY,153.02,2024-04-11
USD,KRW,1369.48,2024-04-11
USD,MXN,16.4459,2024-04-11
USD,MYR,4.7475,2024-04-11
USD,NOK,10.8286,2024-04-11
USD,NZD,1.6702,2024-04-11
USD,PHP,56.461,2024-04-11
USD,PLN,3.9678,2024-04-11
USD,RON,4.6335,2024-04-11
USD,SEK,10.7475,2024-04-11
USD,SGD,1.3532,2024-04-11
USD,THB,36.555,2024-04-11
USD,TRY,32.281,2024-04-11
USD,ZAR,18.7911,2024-04-11
USD,AUD,1.5408,2024-04-14
USD,BGN,1.8361,2024-04-14
USD,BRL,5.111,2024-04-14
USD,CAD,1.3747,2024-04-14
USD,CHF,0.91213,2024-04-14
USD,CNY,7.2375,2024-04-14
USD,CZK,23.786,2024-04-14
USD,DKK,7.0037,2024-04-14
USD,EUR,0.93879,2024-04-14
USD,GBP,0.80195,2024-04-14
USD,HKD,7.8368,2024-04-14
USD,HUF,367.66,2024-04-14
USD,IDR,16121.0,2024-04-14
USD,ILS,3.7716,2024-04-14
USD,INR,83.47,2024-04-14
USD,ISK,141.29,2024-04-14
USD,JPY,153.17,2024-04-14
USD,KRW,1379.83,2024-04-14
USD,MXN,16.521,2024-04-14
USD,MYR,4.77,2024-04-14
USD,NOK,10.8778,2024-04-14
USD,NZD,1.6778,2024-04-14
USD,PHP,56.568,2024-04-14
USD,PLN,3.9995,2024-04-14
USD,RON,4.6674,2024-04-14
USD,SEK,10.8617,2024-04-14
USD,SGD,1.3592,2024-04-14
USD,THB,36.475,2024-04-14
USD,TRY,32.325,2024-04-14
USD,ZAR,18.7671,2024-04-14
USD,AUD,1.5408,2024-04-13
USD,BGN,1.8361,2024-04-13
USD,BRL,5.111,2024-04-13
USD,CAD,1.3747,2024-04-13
USD,CHF,0.91213,2024-04-13
USD,CNY,7.2375,2024-04-13
USD,CZK,23.786,2024-04-13
USD,DKK,7.0037,2024-04-13
USD,EUR,0.93879,2024-04-13
USD,GBP,0.80195,2024-04-13
USD,HKD,7.8368,2024-04-13
USD,HUF,367.66,2024-04-13
USD,IDR,16121.0,2024-04-13
USD,ILS,3.7716,2024-04-13
USD,INR,83.47,2024-04-13
USD,ISK,141.29,2024-04-13
USD,JPY,153.17,2024-04-13
USD,KRW,1379.83,2024-04-13
USD,MXN,16.521,2024-04-13
USD,MYR,4.77,2024-04-13
USD,NOK,10.8778,2024-04-13
USD,NZD,1.6778,2024-04-13
USD,PHP,56.568,2024-04-13
USD,PLN,3.9995,2024-04-13
USD,RON,4.6674,2024-04-13
USD,SEK,10.8617,2024-04-13
USD,SGD,1.3592,2024-04-13
USD,THB,36.475,2024-04-13
USD,TRY,32.325,2024-04-13
USD,ZAR,18.7671,2024-04-13
USD,AUD,1.5429,2024-04-15
USD,BGN,1.8354,2024-04-15
USD,BRL,5.1195,2024-04-15
USD,CAD,1.3743,2024-04-15
USD,CHF,0.91263,2024-04-15
USD,CNY,7.2386,2024-04-15
USD,CZK,23.765,2024-04-15
USD,DKK,7.0013,2024-04-15
USD,EUR,0.93844,2024-04-15
USD,GBP,0.80147,2024-04-15
USD,HKD,7.8284,2024-04-15
USD,HUF,369.98,2024-04-15
USD,IDR,16059.0,2024-04-15
USD,ILS,3.7142,2024-04-15
USD,INR,83.43,2024-04-15
USD,ISK,141.42,2024-04-15
USD,JPY,153.95,2024-04-15
USD,KRW,1383.06,2024-04-15
USD,MXN,16.5692,2024-04-15
USD,MYR,4.779,2024-04-15
USD,NOK,10.9103,2024-04-15
USD,NZD,1.6838,2024-04-15
USD,PHP,56.83,2024-04-15
USD,PLN,4.0295,2024-04-15
USD,RON,4.668,2024-04-15
USD,SEK,10.8468,2024-04-15
USD,SGD,1.3605,2024-04-15
USD,THB,36.715,2024-04-15
USD,TRY,32.403,2024-04-15
USD,ZAR,18.963,2024-04-15
USD,AUD,1.5563,2024-04-17
USD,BGN,1.8385,2024-04-17
USD,BRL,5.2683,2024-04-17
USD,CAD,1.381,2024-04-17
USD,CHF,0.91117,2024-04-17
USD,CNY,7.2388,2024-04-17
USD,CZK,23.715,2024-04-17
USD,DKK,7.0136,2024-04-17
USD,EUR,0.94003,2024-04-17
USD,GBP,0.80278,2024-04-17
USD,HKD,7.8311,2024-04-17
USD,HUF,369.43,2024-04-17
USD,IDR,16254.0,2024-04-17
USD,ILS,3.7764,2024-04-17
USD,INR,83.67,2024-04-17
USD,ISK,141.47,2024-04-17
USD,JPY,154.67,2024-04-17
USD,KRW,1383.64,2024-04-17
USD,MXN,16.992,2024-04-17
USD,MYR,4.7915,2024-04-17
USD,NOK,10.9945,2024-04-17
USD,NZD,1.6932,2024-04-17
USD,PHP,57.228,2024-04-17
USD,PLN,4.0899,2024-04-17
USD,RON,4.6774,2024-04-17
USD,SEK,10.9788,2024-04-17
USD,SGD,1.3626,2024-04-17
USD,THB,36.83,2024-04-17
USD,TRY,32.53,2024-04-17
USD,ZAR,19.059,2024-04-17
USD,AUD,1.5514,2024-04-18
USD,BGN,1.8314,2024-04-18
USD,BRL,5.2414,2024-04-18
USD,CAD,1.3753,2024-04-18
USD,CHF,0.9087,2024-04-18
USD,CNY,7.2379,2024-04-18
USD,CZK,23.648,2024-04-18
USD,DKK,6.9872,2024-04-18
USD,EUR,0.93642,2024-04-18
USD,GBP,0.80184,2024-04-18
USD,HKD,7.8317,2024-04-18
USD,HUF,368.88,2024-04-18
USD,IDR,16181.0,2024-04-18
USD,ILS,3.7797,2024-04-18
USD,INR,83.52,2024-04-18
USD,ISK,140.74,2024-04-18
USD,JPY,154.34,2024-04-18
USD,KRW,1374.11,2024-04-18
USD,MXN,16.9435,2024-04-18
USD,MYR,4.7835,2024-04-18
USD,NOK,10.9912,2024-04-18
USD,NZD,1.6868,2024-04-18
USD,PHP,57.24,2024-04-18
USD,PLN,4.0505,2024-04-18
USD,RON,4.6594,2024-04-18
USD,SEK,10.8971,2024-04-18
USD,SGD,1.3597,2024-04-18
USD,THB,36.755,2024-04-18
USD,TRY,32.497,2024-04-18
USD,ZAR,19.0523,2024-04-18
USD,AUD,1.5408,2024-04-12
USD,BGN,1.8361,2024-04-12
USD,BRL,5.111,2024-04-12
USD,CAD,1.3747,2024-04-12
USD,CHF,0.91213,2024-04-12
USD,CNY,7.2375,2024-04-12
USD,CZK,23.786,2024-04-12
USD,DKK,7.0037,2024-04-12
USD,EUR,0.93879,2024-04-12
USD,GBP,0.80195,2024-04-12
USD,HKD,7.8368,2024-04-12
USD,HUF,367.66,2024-04-12
USD,IDR,16121.0,2024-04-12
USD,ILS,3.7716,2024-04-12
USD,INR,83.47,2024-04-12
USD,ISK,141.29,2024-04-12
USD,JPY,153.17,2024-04-12
USD,KRW,1379.83,2024-04-12
USD,MXN,16.521,2024-04-12
USD,MYR,4.77,2024-04-12
USD,NOK,10.8778,2024-04-12
USD,NZD,1.6778,2024-04-12
USD,PHP,56.568,2024-04-12
USD,PLN,3.9995,2024-04-12
USD,RON,4.6674,2024-04-12
USD,SEK,10.8617,2024-04-12
USD,SGD,1.3592,2024-04-12
USD,THB,36.475,2024-04-12
USD,TRY,32.325,2024-04-12
USD,ZAR,18.7671,2024-04-12
USD,AUD,1.5585,2024-04-16
USD,BGN,1.8387,2024-04-16
USD,BRL,5.2277,2024-04-16
USD,CAD,1.379,2024-04-16
USD,CHF,0.91304,2024-04-16
USD,CNY,7.2384,2024-04-16
USD,CZK,23.7,2024-04-16
USD,DKK,7.0141,2024-04-16
USD,EUR,0.94011,2024-04-16
USD,GBP,0.80323,2024-04-16
USD,HKD,7.8315,2024-04-16
USD,HUF,371.0,2024-04-16
USD,IDR,16202.0,2024-04-16
USD,ILS,3.7606,2024-04-16
USD,INR,83.58,2024-04-16
USD,ISK,141.68,2024-04-16
USD,JPY,154.69,2024-04-16
USD,KRW,1392.89,2024-04-16
USD,MXN,16.8413,2024-04-16
USD,MYR,4.792,2024-04-16
USD,NOK,10.9754,2024-04-16
USD,NZD,1.699,2024-04-16
USD,PHP,56.934,2024-04-16
USD,PLN,4.0834,2024-04-16
USD,RON,4.6784,2024-04-16
USD,SEK,10.9382,2024-04-16
USD,SGD,1.364,2024-04-16
USD,THB,36.625,2024-04-16
USD,TRY,32.502,2024-04-16
USD,ZAR,18.9997,2024-04-16
USD,AUD,1.5603,2024-04-20
USD,BGN,1.8359,2024-04-20
USD,BRL,5.2722,2024-04-20
USD,CAD,1.3767,2024-04-20
USD,CHF,0.90866,2024-04-20
USD,CNY,7.2411,2024-04-20
USD,CZK,23.718,2024-04-20
USD,DKK,7.0048,2024-04-20
USD,EUR,0.9387,2024-04-20
USD,GBP,0.80372,2024-04-20
USD,HKD,7.8328,2024-04-20
USD,HUF,371.07,2024-04-20
USD,IDR,16263.0,2024-04-20
USD,ILS,3.7718,2024-04-20
USD,INR,83.47,2024-04-20
USD,ISK,141.09,2024-04-20
USD,JPY,154.59,2024-04-20
USD,KRW,1379.04,2024-04-20
USD,MXN,17.349,2024-04-20
USD,MYR,4.7835,2024-04-20
USD,NOK,11.0438,2024-04-20
USD,NZD,1.6995,2024-04-20
USD,PHP,57.611,2024-04-20
USD,PLN,4.0646,2024-04-20
USD,RON,4.6714,2024-04-20
USD,SEK,10.949,2024-04-20
USD,SGD,1.3621,2024-04-20
USD,THB,36.88,2024-04-20
USD,TRY,32.601,2024-04-20
USD,ZAR,19.2237,2024-04-20
USD,AUD,1.5603,2024-04-19
USD,BGN,1.8359,2024-04-19
USD,BRL,5.2722,2024-04-19
USD,CAD,1.3767,2024-04-19
USD,CHF,0.90866,2024-04-19
USD,CNY,7.2411,2024-04-19
USD,CZK,23.718,2024-04-19
USD,DKK,7.0048,2024-04-19
USD,EUR,0.9387,2024-04-19
USD,GBP,0.80372,2024-04-19
USD,HKD,7.8328,2024-04-19
USD,HUF,371.07,2024-04-19
USD,IDR,16263.0,2024-04-19
USD,ILS,3.7718,2024-04-19
USD,INR,83.47,2024-04-19
USD,ISK,141.09,2024-04-19
USD,JPY,154.59,2024-04-19
USD,KRW,1379.04,2024-04-19
USD,MXN,17.349,2024-04-19
USD,MYR,4.7835,2024-04-19
USD,NOK,11.0438,2024-04-19
USD,NZD,1.6995,2024-04-19
USD,PHP,57.611,2024-04-19
USD,PLN,4.0646,2024-04-19
USD,RON,4.6714,2024-04-19
USD,SEK,10.949,2024-04-19
USD,SGD,1.3621,2024-04-19
USD,THB,36.88,2024-04-19
USD,TRY,32.601,2024-04-19
USD,ZAR,19.2237,2024-04-19
USD,AUD,1.5603,2024-04-21
USD,BGN,1.8359,2024-04-21
USD,BRL,5.2722,2024-04-21
USD,CAD,1.3767,2024-04-21
USD,CHF,0.90866,2024-04-21
USD,CNY,7.2411,2024-04-21
USD,CZK,23.718,2024-04-21
USD,DKK,7.0048,2024-04-21
USD,EUR,0.9387,2024-04-21
USD,GBP,0.80372,2024-04-21
USD,HKD,7.8328,2024-04-21
USD,HUF,371.07,2024-04-21
USD,IDR,16263.0,2024-04-21
USD,ILS,3.7718,2024-04-21
USD,INR,83.47,2024-04-21
USD,ISK,141.09,2024-04-21
USD,JPY,154.59,2024-04-21
USD,KRW,1379.04,2024-04-21
USD,MXN,17.349,2024-04-21
USD,MYR,4.7835,2024-04-21
USD,NOK,11.0438,2024-04-21
USD,NZD,1.6995,2024-04-21
USD,PHP,57.611,2024-04-21
USD,PLN,4.0646,2024-04-21
USD,RON,4.6714,2024-04-21
USD,SEK,10.949,2024-04-21
USD,SGD,1.3621,2024-04-21
USD,THB,36.88,2024-04-21
USD,TRY,32.601,2024-04-21
USD,ZAR,19.2237,2024-04-21
USD,AUD,1.5492,2024-04-23
USD,BGN,1.8323,2024-04-23
USD,BRL,5.1758,2024-04-23
USD,CAD,1.37,2024-04-23
USD,CHF,0.911,2024-04-23
USD,CNY,7.2469,2024-04-23
USD,CZK,23.661,2024-04-23
USD,DKK,6.9896,2024-04-23
USD,EUR,0.93686,2024-04-23
USD,GBP,0.80616,2024-04-23
USD,HKD,7.8359,2024-04-23
USD,HUF,368.77,2024-04-23
USD,IDR,16210.0,2024-04-23
USD,ILS,3.787,2024-04-23
USD,INR,83.33,2024-04-23
USD,ISK,140.81,2024-04-23
USD,JPY,154.8,2024-04-23
USD,KRW,1378.31,2024-04-23
USD,MXN,17.1194,2024-04-23
USD,MYR,4.78,2024-04-23
USD,NOK,10.9903,2024-04-23
USD,NZD,1.6907,2024-04-23
USD,PHP,57.56,2024-04-23
USD,PLN,4.0433,2024-04-23
USD,RON,4.6619,2024-04-23
USD,SEK,10.8703,2024-04-23
USD,SGD,1.3625,2024-04-23
USD,THB,37.04,2024-04-23
USD,TRY,32.585,2024-04-23
USD,ZAR,19.2374,2024-04-23
USD,AUD,1.5535,2024-04-22
USD,BGN,1.8395,2024-04-22
USD,BRL,5.2132,2024-04-22
USD,CAD,1.3725,2024-04-22
USD,CHF,0.91168,2024-04-22
USD,CNY,7.2434,2024-04-22
USD,CZK,23.773,2024-04-22
USD,DKK,7.018,2024-04-22
USD,EUR,0.94056,2024-04-22
USD,GBP,0.81196,2024-04-22
USD,HKD,7.8363,2024-04-22
USD,HUF,370.49,2024-04-22
USD,IDR,16253.0,2024-04-22
USD,ILS,3.7673,2024-04-22
USD,INR,83.36,2024-04-22
USD,ISK,141.37,2024-04-22
USD,JPY,154.73,2024-04-22
USD,KRW,1380.4,2024-04-22
USD,MXN,17.1237,2024-04-22
USD,MYR,4.778,2024-04-22
USD,NOK,11.0219,2024-04-22
USD,NZD,1.6934,2024-04-22
USD,PHP,57.5,2024-04-22
USD,PLN,4.0621,2024-04-22
USD,RON,4.6798,2024-04-22
USD,SEK,10.9119,2024-04-22
USD,SGD,1.3629,2024-04-22
USD,THB,37.05,2024-04-22
USD,TRY,32.538,2024-04-22
USD,ZAR,19.1375,2024-04-22
USD,AUD,1.5367,2024-04-24
USD,BGN,1.8302,2024-04-24
USD,BRL,5.1334,2024-04-24
USD,CAD,1.3689,2024-04-24
USD,CHF,0.91465,2024-04-24
USD,CNY,7.246,2024-04-24
USD,CZK,23.622,2024-04-24
USD,DKK,6.9788,2024-04-24
USD,EUR,0.9358,2024-04-24
USD,GBP,0.80428,2024-04-24
USD,HKD,7.8327,2024-04-24
USD,HUF,368.1,2024-04-24
USD,IDR,16169.0,2024-04-24
USD,ILS,3.7749,2024-04-24
USD,INR,83.32,2024-04-24
USD,ISK,140.65,2024-04-24
USD,JPY,154.94,2024-04-24
USD,KRW,1375.55,2024-04-24
USD,MXN,16.9216,2024-04-24
USD,MYR,4.778,2024-04-24
USD,NOK,10.9798,2024-04-24
USD,NZD,1.6854,2024-04-24
USD,PHP,57.54,2024-04-24
USD,PLN,4.042,2024-04-24
USD,RON,4.6563,2024-04-24
USD,SEK,10.8764,2024-04-24
USD,SGD,1.3613,2024-04-24
USD,THB,37.06,2024-04-24
USD,TRY,32.519,2024-04-24
USD,ZAR,19.1896,2024-04-24
USD,AUD,1.53,2024-04-27
USD,BGN,1.8255,2024-04-27
USD,BRL,5.1529,2024-04-27
USD,CAD,1.3657,2024-04-27
USD,CHF,0.91273,2024-04-27
USD,CNY,7.2464,2024-04-27
USD,CZK,23.487,2024-04-27
USD,DKK,6.9603,2024-04-27
USD,EUR,0.93336,2024-04-27
USD,GBP,0.79936,2024-04-27
USD,HKD,7.8284,2024-04-27
USD,HUF,366.14,2024-04-27
USD,IDR,16227.0,2024-04-27
USD,ILS,3.8079,2024-04-27
USD,INR,83.37,2024-04-27
USD,ISK,140.28,2024-04-27
USD,JPY,156.83,2024-04-27
USD,KRW,1376.38,2024-04-27
USD,MXN,17.2365,2024-04-27
USD,MYR,4.7675,2024-04-27
USD,NOK,11.0132,2024-04-27
USD,NZD,1.681,2024-04-27
USD,PHP,57.71,2024-04-27
USD,PLN,4.0326,2024-04-27
USD,RON,4.6448,2024-04-27
USD,SEK,10.9251,2024-04-27
USD,SGD,1.3615,2024-04-27
USD,THB,36.945,2024-04-27
USD,TRY,32.485,2024-04-27
USD,ZAR,18.8576,2024-04-27
USD,AUD,1.53,2024-04-28
USD,BGN,1.8255,2024-04-28
USD,BRL,5.1529,2024-04-28
USD,CAD,1.3657,2024-04-28
USD,CHF,0.91273,2024-04-28
USD,CNY,7.2464,2024-04-28
USD,CZK,23.487,2024-04-28
USD,DKK,6.9603,2024-04-28
USD,EUR,0.93336,2024-04-28
USD,GBP,0.79936,2024-04-28
USD,HKD,7.8284,2024-04-28
USD,HUF,366.14,2024-04-28
USD,IDR,16227.0,2024-04-28
USD,ILS,3.8079,2024-04-28
USD,INR,83.37,2024-04-28
USD,ISK,140.28,2024-04-28
USD,JPY,156.83,2024-04-28
USD,KRW,1376.38,2024-04-28
USD,MXN,17.2365,2024-04-28
USD,MYR,4.7675,2024-04-28
USD,NOK,11.0132,2024-04-28
USD,NZD,1.681,2024-04-28
USD,PHP,57.71,2024-04-28
USD,PLN,4.0326,2024-04-28
USD,RON,4.6448,2024-04-28
USD,SEK,10.9251,2024-04-28
USD,SGD,1.3615,2024-04-28
USD,THB,36.945,2024-04-28
USD,TRY,32.485,2024-04-28
USD,ZAR,18.8576,2024-04-28
USD,AUD,1.53,2024-04-26
USD,BGN,1.8255,2024-04-26
USD,BRL,5.1529,2024-04-26
USD,CAD,1.3657,2024-04-26
USD,CHF,0.91273,2024-04-26
USD,CNY,7.2464,2024-04-26
USD,CZK,23.487,2024-04-26
USD,DKK,6.9603,2024-04-26
USD,EUR,0.93336,2024-04-26
USD,GBP,0.79936,2024-04-26
USD,HKD,7.8284,2024-04-26
USD,HUF,366.14,2024-04-26
USD,IDR,16227.0,2024-04-26
USD,ILS,3.8079,2024-04-26
USD,INR,83.37,2024-04-26
USD,ISK,140.28,2024-04-26
USD,JPY,156.83,2024-04-26
USD,KRW,1376.38,2024-04-26
USD,MXN,17.2365,2024-04-26
USD,MYR,4.7675,2024-04-26
USD,NOK,11.0132,2024-04-26
USD,NZD,1.681,2024-04-26
USD,PHP,57.71,2024-04-26
USD,PLN,4.0326,2024-04-26
USD,RON,4.6448,2024-04-26
USD,SEK,10.9251,2024-04-26
USD,SGD,1.3615,2024-04-26
USD,THB,36.945,2024-04-26
USD,TRY,32.485,2024-04-26
USD,ZAR,18.8576,2024-04-26
USD,AUD,1.5312,2024-04-25
USD,BGN,1.8244,2024-04-25
USD,BRL,5.1353,2024-04-25
USD,CAD,1.3674,2024-04-25
USD,CHF,0.91343,2024-04-25
USD,CNY,7.2465,2024-04-25
USD,CZK,23.463,2024-04-25
USD,DKK,6.9577,2024-04-25
USD,EUR,0.93284,2024-04-25
USD,GBP,0.79921,2024-04-25
USD,HKD,7.8284,2024-04-25
USD,HUF,366.59,2024-04-25
USD,IDR,16189.0,2024-04-25
USD,ILS,3.7916,2024-04-25
USD,INR,83.32,2024-04-25
USD,ISK,140.02,2024-04-25
USD,JPY,155.56,2024-04-25
USD,KRW,1374.28,2024-04-25
USD,MXN,17.0401,2024-04-25
USD,MYR,4.7775,2024-04-25
USD,NOK,10.9272,2024-04-25
USD,NZD,1.6782,2024-04-25
USD,PHP,57.78,2024-04-25
USD,PLN,4.0266,2024-04-25
USD,RON,4.6419,2024-04-25
USD,SEK,10.8573,2024-04-25
USD,SGD,1.3602,2024-04-25
USD,THB,37.025,2024-04-25
USD,TRY,32.507,2024-04-25
USD,ZAR,18.972,2024-04-25
USD,AUD,1.5226,2024-04-29
USD,BGN,1.8244,2024-04-29
USD,BRL,5.1032,2024-04-29
USD,CAD,1.3652,2024-04-29
USD,CHF,0.91194,2024-04-29
USD,CNY,7.2413,2024-04-29
USD,CZK,23.484,2024-04-29
USD,DKK,6.9572,2024-04-29
USD,EUR,0.93284,2024-04-29
USD,GBP,0.79751,2024-04-29
USD,HKD,7.8269,2024-04-29
USD,HUF,365.34,2024-04-29
USD,IDR,16240.0,2024-04-29
USD,ILS,3.7608,2024-04-29
USD,INR,83.45,2024-04-29
USD,ISK,140.21,2024-04-29
USD,JPY,156.28,2024-04-29
USD,KRW,1377.01,2024-04-29
USD,MXN,17.0897,2024-04-29
USD,MYR,4.7675,2024-04-29
USD,NOK,10.9921,2024-04-29
USD,NZD,1.6728,2024-04-29
USD,PHP,57.703,2024-04-29
USD,PLN,4.035,2024-04-29
USD,RON,4.6417,2024-04-29
USD,SEK,10.9002,2024-04-29
USD,SGD,1.3599,2024-04-29
USD,THB,37.03,2024-04-29
USD,TRY,32.379,2024-04-29
USD,ZAR,18.7034,2024-04-29
USD,AUD,1.5323,2024-04-30
USD,BGN,1.8248,2024-04-30
USD,BRL,5.1248,2024-04-30
USD,CAD,1.3689,2024-04-30
USD,CHF,0.91314,2024-04-30
USD,CNY,7.241,2024-04-30
USD,CZK,23.456,2024-04-30
USD,DKK,6.9587,2024-04-30
USD,EUR,0.93301,2024-04-30
USD,GBP,0.79752,2024-04-30
USD,HKD,7.8202,2024-04-30
USD,HUF,364.51,2024-04-30
USD,IDR,16255.0,2024-04-30
USD,ILS,3.7481,2024-04-30
USD,INR,83.43,2024-04-30
USD,ISK,140.23,2024-04-30
USD,JPY,157.0,2024-04-30
USD,KRW,1380.55,2024-04-30
USD,MXN,16.971,2024-04-30
USD,MYR,4.7705,2024-04-30
USD,NOK,11.0235,2024-04-30
USD,NZD,1.6827,2024-04-30
USD,PHP,57.688,2024-04-30
USD,PLN,4.0286,2024-04-30
USD,RON,4.6426,2024-04-30
USD,SEK,10.9657,2024-04-30
USD,SGD,1.3615,2024-04-30
USD,THB,37.07,2024-04-30
USD,TRY,32.379,2024-04-30
USD,ZAR,18.7236,2024-04-30
USD,AUD,1.5323,2024-05-01
USD,BGN,1.8248,2024-05-01
USD,BRL,5.1248,2024-05-01
USD,CAD,1.3689,2024-05-01
USD,CHF,0.91314,2024-05-01
USD,CNY,7.241,2024-05-01
USD,CZK,23.456,2024-05-01
USD,DKK,6.9587,2024-05-01
USD,EUR,0.93301,2024-05-01
USD,GBP,0.79752,2024-05-01
USD,HKD,7.8202,2024-05-01
USD,HUF,364.51,2024-05-01
USD,IDR,16255.0,2024-05-01
USD,ILS,3.7481,2024-05-01
USD,INR,83.43,2024-05-01
USD,ISK,140.23,2024-05-01
USD,JPY,157.0,2024-05-01
USD,KRW,1380.55,2024-05-01
USD,MXN,16.971,2024-05-01
USD,MYR,4.7705,2024-05-01
USD,NOK,11.0235,2024-05-01
USD,NZD,1.6827,2024-05-01
USD,PHP,57.688,2024-05-01
USD,PLN,4.0286,2024-05-01
USD,RON,4.6426,2024-05-01
USD,SEK,10.9657,2024-05-01
USD,SGD,1.3615,2024-05-01
USD,THB,37.07,2024-05-01
USD,TRY,32.379,2024-05-01
USD,ZAR,18.7236,2024-05-01
USD,AUD,1.5199,2024-05-03
USD,BGN,1.8204,2024-05-03
USD,BRL,5.1113,2024-05-03
USD,CAD,1.3665,2024-05-03
USD,CHF,0.90692,2024-05-03
USD,CNY,7.2411,2024-05-03
USD,CZK,23.292,2024-05-03
USD,DKK,6.9418,2024-05-03
USD,EUR,0.93075,2024-05-03
USD,GBP,0.79647,2024-05-03
USD,HKD,7.8147,2024-05-03
USD,HUF,362.02,2024-05-03
USD,IDR,16054.0,2024-05-03
USD,ILS,3.7177,2024-05-03
USD,INR,83.46,2024-05-03
USD,ISK,139.89,2024-05-03
USD,JPY,153.22,2024-05-03
USD,KRW,1359.12,2024-05-03
USD,MXN,16.9477,2024-05-03
USD,MYR,4.74,2024-05-03
USD,NOK,10.8972,2024-05-03
USD,NZD,1.6709,2024-05-03
USD,PHP,57.141,2024-05-03
USD,PLN,4.0292,2024-05-03
USD,RON,4.6315,2024-05-03
USD,SEK,10.8338,2024-05-03
USD,SGD,1.3521,2024-05-03
USD,THB,36.78,2024-05-03
USD,TRY,32.342,2024-05-03
USD,ZAR,18.5175,2024-05-03
USD,AUD,1.5317,2024-05-02
USD,BGN,1.8282,2024-05-02
USD,BRL,5.1435,2024-05-02
USD,CAD,1.372,2024-05-02
USD,CHF,0.91223,2024-05-02
USD,CNY,7.2411,2024-05-02
USD,CZK,23.453,2024-05-02
USD,DKK,6.9722,2024-05-02
USD,EUR,0.93475,2024-05-02
USD,GBP,0.79957,2024-05-02
USD,HKD,7.8176,2024-05-02
USD,HUF,363.6,2024-05-02
USD,IDR,16173.0,2024-05-02
USD,ILS,3.7433,2024-05-02
USD,INR,83.46,2024-05-02
USD,ISK,140.31,2024-05-02
USD,JPY,154.82,2024-05-02
USD,KRW,1374.47,2024-05-02
USD,MXN,16.9365,2024-05-02
USD,MYR,4.7545,2024-05-02
USD,NOK,11.0703,2024-05-02
USD,NZD,1.687,2024-05-02
USD,PHP,57.607,2024-05-02
USD,PLN,4.0454,2024-05-02
USD,RON,4.6516,2024-05-02
USD,SEK,10.9198,2024-05-02
USD,SGD,1.3589,2024-05-02
USD,THB,36.93,2024-05-02
USD,TRY,32.374,2024-05-02
USD,ZAR,18.6661,2024-05-02
USD,AUD,1.5199,2024-05-04
USD,BGN,1.8204,2024-05-04
USD,BRL,5.1113,2024-05-04
USD,CAD,1.3665,2024-05-04
USD,CHF,0.90692,2024-05-04
USD,CNY,7.2411,2024-05-04
USD,CZK,23.292,2024-05-04
USD,DKK,6.9418,2024-05-04
USD,EUR,0.93075,2024-05-04
USD,GBP,0.79647,2024-05-04
USD,HKD,7.8147,2024-05-04
USD,HUF,362.02,2024-05-04
USD,IDR,16054.0,2024-05-04
USD,ILS,3.7177,2024-05-04
USD,INR,83.46,2024-05-04
USD,ISK,139.89,2024-05-04
USD,JPY,153.22,2024-05-04
USD,KRW,1359.12,2024-05-04
USD,MXN,16.9477,2024-05-04
USD,MYR,4.74,2024-05-04
USD,NOK,10.8972,2024-05-04
USD,NZD,1.6709,2024-05-04
USD,PHP,57.141,2024-05-04
USD,PLN,4.0292,2024-05-04
USD,RON,4.6315,2024-05-04
USD,SEK,10.8338,2024-05-04
USD,SGD,1.3521,2024-05-04
USD,THB,36.78,2024-05-04
USD,TRY,32.342,2024-05-04
USD,ZAR,18.5175,2024-05-04
USD,AUD,1.5199,2024-05-05
USD,BGN,1.8204,2024-05-05
USD,BRL,5.1113,2024-05-05
USD,CAD,1.3665,2024-05-05
USD,CHF,0.90692,2024-05-05
USD,CNY,7.2411,2024-05-05
USD,CZK,23.292,2024-05-05
USD,DKK,6.9418,2024-05-05
USD,EUR,0.93075,2024-05-05
USD,GBP,0.79647,2024-05-05
USD,HKD,7.8147,2024-05-05
USD,HUF,362.02,2024-05-05
USD,IDR,16054.0,2024-05-05
USD,ILS,3.7177,2024-05-05
USD,INR,83.46,2024-05-05
USD,ISK,139.89,2024-05-05
USD,JPY,153.22,2024-05-05
USD,KRW,1359.12,2024-05-05
USD,MXN,16.9477,2024-05-05
USD,MYR,4.74,2024-05-05
USD,NOK,10.8972,2024-05-05
USD,NZD,1.6709,2024-05-05
USD,PHP,57.141,2024-05-05
USD,PLN,4.0292,2024-05-05
USD,RON,4.6315,2024-05-05
USD,SEK,10.8338,2024-05-05
USD,SGD,1.3521,2024-05-05
USD,THB,36.78,2024-05-05
USD,TRY,32.342,2024-05-05
USD,ZAR,18.5175,2024-05-05
USD,AUD,1.5242,2024-05-08
USD,BGN,1.8205,2024-05-08
USD,BRL,5.09,2024-05-08
USD,CAD,1.3762,2024-05-08
USD,CHF,0.90943,2024-05-08
USD,CNY,7.2281,2024-05-08
USD,CZK,23.304,2024-05-08
USD,DKK,6.944,2024-05-08
USD,EUR,0.93084,2024-05-08
